city,period,treated,post,d,cohort,true_effect,y
city_44,2,1,0,0,7.0,0.0,112.75671630089327
city_44,3,1,0,0,7.0,0.0,117.94085814038519
city_44,4,1,0,0,7.0,0.0,114.28067608173609
city_44,5,1,0,0,7.0,0.0,117.4413856628682
city_44,6,1,0,0,7.0,0.0,116.358759459348
city_44,7,1,1,1,7.0,3.0,115.17395496623631
city_44,8,1,1,1,7.0,3.0,120.91998981797921
city_44,9,1,1,1,7.0,3.0,121.2701948700771
city_44,10,1,1,1,7.0,3.0,120.6654247209341
city_44,11,1,1,1,7.0,3.0,119.82017307719212
city_44,12,1,1,1,7.0,3.0,123.26473619428675
city_45,1,1,0,0,7.0,0.0,89.78014864966283
city_45,2,1,0,0,7.0,0.0,93.10258688645024
city_45,3,1,0,0,7.0,0.0,90.13654457969551
city_45,4,1,0,0,7.0,0.0,91.45078102880969
city_45,5,1,0,0,7.0,0.0,100.43637284810923
city_45,6,1,0,0,7.0,0.0,93.53462167138052
city_45,7,1,1,1,7.0,3.0,94.18242766890374
city_45,8,1,1,1,7.0,3.0,101.16917982248992
city_45,9,1,1,1,7.0,3.0,98.65402901919047
city_45,10,1,1,1,7.0,3.0,100.48911446380906
city_45,11,1,1,1,7.0,3.0,97.02276359168825
city_45,12,1,1,1,7.0,3.0,102.60255252689534
city_46,1,1,0,0,7.0,0.0,97.64179341744789
city_46,2,1,0,0,7.0,0.0,95.95660985028755
city_46,3,1,0,0,7.0,0.0,99.59635323203305
city_46,4,1,0,0,7.0,0.0,98.9309567783399
city_46,5,1,0,0,7.0,0.0,98.1609870560012
city_46,6,1,0,0,7.0,0.0,97.40223520301919
city_46,7,1,1,1,7.0,3.0,100.89931052023873
city_46,8,1,1,1,7.0,3.0,101.96642912321528
city_46,9,1,1,1,7.0,3.0,100.50317018187752
city_46,10,1,1,1,7.0,3.0,105.38873037465873
city_46,11,1,1,1,7.0,3.0,103.41261997385298
city_46,12,1,1,1,7.0,3.0,101.18498483746757
city_47,1,1,0,0,7.0,0.0,107.84752187860701
city_47,2,1,0,0,7.0,0.0,108.64432562242091
city_47,3,1,0,0,7.0,0.0,110.1389871182194
city_47,4,1,0,0,7.0,0.0,113.0129331019673
city_47,5,1,0,0,7.0,0.0,114.73939762360762
city_47,6,1,0,0,7.0,0.0,113.01612858004417
city_47,7,1,1,1,7.0,3.0,113.58080043947021
city_47,8,1,1,1,7.0,3.0,115.44382537540798
city_47,9,1,1,1,7.0,3.0,117.90112968235688
city_47,10,1,1,1,7.0,3.0,118.06230952988098
city_47,11,1,1,1,7.0,3.0,117.66799972371236
city_47,12,1,1,1,7.0,3.0,118.45066122380607
city_48,1,0,0,0,,0.0,101.93406700239586
city_48,2,0,0,0,,0.0,102.38305154046712
city_48,3,0,0,0,,0.0,104.3930978701118
city_48,4,0,0,0,,0.0,105.81667590544478
city_48,5,0,0,0,,0.0,106.86146722455831
city_48,6,0,0,0,,0.0,104.86882557813517
city_48,7,0,1,0,,0.0,103.35479350754335
city_48,8,0,1,0,,0.0,105.72710265588661
city_48,9,0,1,0,,0.0,105.71381622630763
city_48,10,0,1,0,,0.0,106.52276220764269
city_48,11,0,1,0,,0.0,113.1342367431443
city_48,12,0,1,0,,0.0,106.38471643166072
city_49,1,1,0,0,7.0,0.0,100.28826566072632
city_49,2,1,0,0,7.0,0.0,100.91690977313795
city_49,3,1,0,0,7.0,0.0,105.1377286667903
city_49,4,1,0,0,7.0,0.0,101.61277939992523
city_49,5,1,0,0,7.0,0.0,106.85931044982125
city_49,6,1,0,0,7.0,0.0,98.474097715213
city_49,7,1,1,1,7.0,3.0,104.73636550557369
city_49,8,1,1,1,7.0,3.0,107.94759564915691
city_49,9,1,1,1,7.0,3.0,109.22628940701628
city_49,10,1,1,1,7.0,3.0,106.55199542446668
city_49,11,1,1,1,7.0,3.0,110.89878863843927
city_49,12,1,1,1,7.0,3.0,108.68617535377152
